files/experiment_read_counts.json
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 7.333333333333333e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-07}, "H3K4me1": {"num_reads": 2.3333333333333333e-07}, "H3K9me3": {"num_reads": 1.9666666666666668e-06}, "H3K36me3": {"num_reads": 9e-07}}, "E117": {"H3K4me3": {"num_reads": 7.666666666666667e-07}, "H3K27me3": {"num_reads": 5e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 1.933333333333333e-06}, "H3K36me3": {"num_reads": 2.3333333333333333e-07}}, "E116": {"H3K4me3": {"num_reads": 7e-07}, "H3K27me3": {"num_reads": 5e-07}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 4.866666666666667e-06}, "H3K36me3": {"num_reads": 5.056780984701444e-07}}, "location": 9912442, "E113": {"H3K4me3": {"num_reads": 2.9544012394776783e-06}, "H3K27me3": {"num_reads": 1.4232212257661006e-06}, "H3K4me1": {"num_reads": 2.322166720003477e-06}, "H3K9me3": {"num_reads": 7.909806921613043e-06}, "H3K36me3": {"num_reads": 3.5832137186920435e-06}}, "E112": {"H3K4me3": {"num_reads": 3.377268088816747e-07}, "H3K27me3": {"num_reads": 7.055133978293877e-07}, "H3K4me1": {"num_reads": 3.1959104618384644e-07}, "H3K9me3": {"num_reads": 5.9522726177488295e-06}, "H3K36me3": {"num_reads": 1.6798955899075539e-06}}, "read_dir": -1, "gene": "ENSG00000188681.7", "E119": {"H3K4me3": {"num_reads": 9.019579929600676e-07}, "H3K27me3": {"num_reads": 8.298582487207735e-07}, "H3K4me1": {"num_reads": 4.6666666666666666e-07}, "H3K9me3": {"num_reads": 7.672502518224934e-06}, "H3K36me3": {"num_reads": 1.0263770252309402e-06}}, "E118": {"H3K4me3": {"num_reads": 3.0582921493518196e-07}, "H3K27me3": {"num_reads": 7.893746330480476e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 1.7666666666666668e-06}, "H3K36me3": {"num_reads": 9.202979418571866e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 1.6666666666666668e-07}, "H3K27me3": {"num_reads": 4.6666666666666666e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 1.6666666666666668e-07}}, "E117": {"H3K4me3": {"num_reads": 5e-07}, "H3K27me3": {"num_reads": 5.333333333333333e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 3.6666666666666667e-07}, "H3K36me3": {"num_reads": 6.666666666666667e-08}}, "E116": {"H3K4me3": {"num_reads": 6.9e-06}, "H3K27me3": {"num_reads": 4.3333333333333335e-07}, "H3K4me1": {"num_reads": 1.5e-06}, "H3K9me3": {"num_reads": 3.6666666666666667e-07}, "H3K36me3": {"num_reads": 4.5970736224558587e-07}}, "location": 46340790, "E113": {"H3K4me3": {"num_reads": 5.258834206270267e-06}, "H3K27me3": {"num_reads": 2.587674955938365e-07}, "H3K4me1": {"num_reads": 1.4458773917002782e-06}, "H3K9me3": {"num_reads": 4.199897480502501e-07}, "H3K36me3": {"num_reads": 6.4696914365273e-07}}, "E112": {"H3K4me3": {"num_reads": 2.6155065087836365e-05}, "H3K27me3": {"num_reads": 2.9705827277026854e-07}, "H3K4me1": {"num_reads": 1.5340370216824627e-06}, "H3K9me3": {"num_reads": 7.631118740703628e-07}, "H3K36me3": {"num_reads": 8.399477949537769e-07}}, "read_dir": -1, "gene": "ENSG00000160255.11", "E119": {"H3K4me3": {"num_reads": 1.5032633216001125e-07}, "H3K27me3": {"num_reads": 7.021877489175776e-07}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 1.1537597771766817e-07}, "H3K36me3": {"num_reads": 4.861785908988664e-07}}, "E118": {"H3K4me3": {"num_reads": 1.1621510167536914e-06}, "H3K27me3": {"num_reads": 8.580159054870082e-07}, "H3K4me1": {"num_reads": 1.7e-06}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 5.751862136607416e-08}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E117": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 6.666666666666667e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "location": 46340811, "E113": {"H3K4me3": {"num_reads": 5.908802478955357e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 8.762893283031989e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E112": {"H3K4me3": {"num_reads": 7.505040197370549e-08}, "H3K27me3": {"num_reads": 3.713228409628357e-08}, "H3K4me1": {"num_reads": 1.9175462771030784e-07}, "H3K9me3": {"num_reads": 3.8155593703518144e-08}, "H3K36me3": {"num_reads": 0.0}}, "read_dir": -1, "gene": "ENSG00000160255.11", "E119": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 6.383524990159797e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E117": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 1.6666666666666668e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "location": 46340842, "E113": {"H3K4me3": {"num_reads": 5.908802478955357e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 4.3814466415159945e-08}, "H3K9me3": {"num_reads": 6.999829134170835e-08}, "H3K36me3": {"num_reads": 0.0}}, "E112": {"H3K4me3": {"num_reads": 2.2515120592111647e-07}, "H3K27me3": {"num_reads": 7.426456819256714e-08}, "H3K4me1": {"num_reads": 6.391820923676929e-08}, "H3K9me3": {"num_reads": 3.8155593703518144e-08}, "H3K36me3": {"num_reads": 7.635889045034336e-08}}, "read_dir": -1, "gene": "ENSG00000160255.11", "E119": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 5.7687988858834085e-08}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 3.432063621948033e-08}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E117": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "location": 46340842, "E113": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E112": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "read_dir": -1, "gene": "ENSG00000160255.11", "E119": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E117": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "location": 46340847, "E113": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E112": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "read_dir": -1, "gene": "ENSG00000160255.11", "E119": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}, "E117": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 4.3333333333333335e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 4.597073622455859e-08}}, "location": 46340965, "E113": {"H3K4me3": {"num_reads": 5.908802478955357e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 2.628867984909597e-07}, "H3K9me3": {"num_reads": 6.999829134170835e-08}, "H3K36me3": {"num_reads": 1.4930057161216847e-07}}, "E112": {"H3K4me3": {"num_reads": 5.253528138159385e-07}, "H3K27me3": {"num_reads": 3.713228409628357e-08}, "H3K4me1": {"num_reads": 1.2783641847353858e-07}, "H3K9me3": {"num_reads": 1.1446678111055442e-07}, "H3K36me3": {"num_reads": 2.6725611657620175e-07}}, "read_dir": -1, "gene": "ENSG00000160255.11", "E119": {"H3K4me3": {"num_reads": 7.516316608000563e-08}, "H3K27me3": {"num_reads": 6.383524990159797e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 5.7687988858834085e-08}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 2.402444535363623e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E117": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "location": 46340966, "E113": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E112": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "read_dir": 1, "gene": "ENSG00000227039.1", "E119": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E117": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 3.3333333333333334e-08}}, "E116": {"H3K4me3": {"num_reads": 1.6666666666666668e-07}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 4.597073622455859e-08}}, "location": 46341048, "E113": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 4.3814466415159945e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E112": {"H3K4me3": {"num_reads": 2.6267640690796924e-07}, "H3K27me3": {"num_reads": 3.713228409628357e-08}, "H3K4me1": {"num_reads": 1.9175462771030784e-07}, "H3K9me3": {"num_reads": 3.8155593703518144e-08}, "H3K36me3": {"num_reads": 0.0}}, "read_dir": -1, "gene": "ENSG00000160255.11", "E119": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 6.383524990159797e-08}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 1.1537597771766817e-07}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 1.3728254487792131e-07}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 3.3333333333333334e-08}}, "E117": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 2e-07}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 4.597073622455859e-08}}, "location": 46341241, "E113": {"H3K4me3": {"num_reads": 5.908802478955357e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E112": {"H3K4me3": {"num_reads": 1.8762600493426374e-07}, "H3K27me3": {"num_reads": 3.713228409628357e-08}, "H3K4me1": {"num_reads": 6.391820923676929e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 3.817944522517168e-08}}, "read_dir": 1, "gene": "ENSG00000227039.1", "E119": {"H3K4me3": {"num_reads": 3.758158304000281e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 1.7160318109740167e-07}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 9.666666666666666e-07}, "H3K27me3": {"num_reads": 1.6666666666666668e-07}, "H3K4me1": {"num_reads": 1.5e-06}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 1.6666666666666668e-07}}, "E117": {"H3K4me3": {"num_reads": 9e-07}, "H3K27me3": {"num_reads": 1.6666666666666668e-07}, "H3K4me1": {"num_reads": 1.9e-06}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 1e-07}}, "E116": {"H3K4me3": {"num_reads": 2.9e-06}, "H3K27me3": {"num_reads": 2e-07}, "H3K4me1": {"num_reads": 2.3e-06}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 4.137366260210273e-07}}, "location": 46348633, "E113": {"H3K4me3": {"num_reads": 9.454083966328571e-07}, "H3K27me3": {"num_reads": 3.234593694922956e-07}, "H3K4me1": {"num_reads": 1.8402075894367178e-06}, "H3K9me3": {"num_reads": 3.4999145670854175e-07}, "H3K36me3": {"num_reads": 5.474354292446177e-07}}, "E112": {"H3K4me3": {"num_reads": 4.277872912501213e-06}, "H3K27me3": {"num_reads": 3.341905568665521e-07}, "H3K4me1": {"num_reads": 2.492810160234002e-06}, "H3K9me3": {"num_reads": 8.01267467773881e-07}, "H3K36me3": {"num_reads": 3.817944522517168e-07}}, "read_dir": -1, "gene": "ENSG00000160255.11", "E119": {"H3K4me3": {"num_reads": 2.40522131456018e-06}, "H3K27me3": {"num_reads": 1.915057497047939e-07}, "H3K4me1": {"num_reads": 3.1666666666666667e-06}, "H3K9me3": {"num_reads": 4.615039108706727e-07}, "H3K36me3": {"num_reads": 1.6205953029962215e-07}}, "E118": {"H3K4me3": {"num_reads": 3.73111642220922e-06}, "H3K27me3": {"num_reads": 8.923365417064886e-07}, "H3K4me1": {"num_reads": 1.7333333333333334e-06}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 2.3007448546429665e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 6.666666666666667e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}, "E117": {"H3K4me3": {"num_reads": 6.666666666666667e-08}, "H3K27me3": {"num_reads": 1e-07}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 2.6666666666666667e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}, "location": 46348753, "E113": {"H3K4me3": {"num_reads": 1.1817604957910714e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 1.7525786566063978e-07}, "H3K9me3": {"num_reads": 3.4999145670854175e-07}, "H3K36me3": {"num_reads": 9.953371440811231e-08}}, "E112": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 7.426456819256714e-08}, "H3K4me1": {"num_reads": 5.113456738941543e-07}, "H3K9me3": {"num_reads": 1.5262237481407257e-07}, "H3K36me3": {"num_reads": 1.5271778090068671e-07}}, "read_dir": -1, "gene": "ENSG00000160255.11", "E119": {"H3K4me3": {"num_reads": 7.516316608000563e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 9.666666666666666e-07}, "H3K9me3": {"num_reads": 1.7306396657650227e-07}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 1.8349752896110918e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 2.6666666666666667e-07}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 3.6666666666666667e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 5e-07}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 1e-07}}, "E117": {"H3K4me3": {"num_reads": 2e-07}, "H3K27me3": {"num_reads": 1e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 3.3333333333333334e-08}}, "E116": {"H3K4me3": {"num_reads": 4.033333333333333e-06}, "H3K27me3": {"num_reads": 2.6666666666666667e-07}, "H3K4me1": {"num_reads": 1.6e-06}, "H3K9me3": {"num_reads": 2.3333333333333333e-07}, "H3K36me3": {"num_reads": 1.8388294489823436e-07}}, "location": 46351904, "E113": {"H3K4me3": {"num_reads": 1.772640743686607e-06}, "H3K27me3": {"num_reads": 1.9407562169537736e-07}, "H3K4me1": {"num_reads": 2.409795652833797e-06}, "H3K9me3": {"num_reads": 7.699812047587919e-07}, "H3K36me3": {"num_reads": 2.488342860202808e-07}}, "E112": {"H3K4me3": {"num_reads": 1.7336642855925967e-05}, "H3K27me3": {"num_reads": 8.911748183108056e-07}, "H3K4me1": {"num_reads": 2.4288919509972326e-06}, "H3K9me3": {"num_reads": 4.960227181457359e-07}, "H3K36me3": {"num_reads": 5.345122331524035e-07}}, "read_dir": -1, "gene": "ENSG00000160255.11", "E119": {"H3K4me3": {"num_reads": 3.7581583040002814e-07}, "H3K27me3": {"num_reads": 1.4043754978351552e-06}, "H3K4me1": {"num_reads": 1.6e-06}, "H3K9me3": {"num_reads": 5.191918997295068e-07}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 3.119457992338856e-06}, "H3K27me3": {"num_reads": 4.804889070727246e-07}, "H3K4me1": {"num_reads": 1.4e-06}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 1.7255586409822248e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 6.5e-06}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 2.6666666666666667e-07}, "H3K9me3": {"num_reads": 1.6666666666666668e-07}, "H3K36me3": {"num_reads": 2e-07}}, "E117": {"H3K4me3": {"num_reads": 1.14e-05}, "H3K27me3": {"num_reads": 3e-07}, "H3K4me1": {"num_reads": 8e-07}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 1e-07}}, "E116": {"H3K4me3": {"num_reads": 4.9e-06}, "H3K27me3": {"num_reads": 2.3333333333333333e-07}, "H3K4me1": {"num_reads": 7e-07}, "H3K9me3": {"num_reads": 3.3333333333333335e-07}, "H3K36me3": {"num_reads": 1.8388294489823436e-07}}, "location": 46359760, "E113": {"H3K4me3": {"num_reads": 4.667953958374732e-06}, "H3K27me3": {"num_reads": 2.587674955938365e-07}, "H3K4me1": {"num_reads": 1.1391761267941587e-06}, "H3K9me3": {"num_reads": 4.199897480502501e-07}, "H3K36me3": {"num_reads": 2.9860114322433694e-07}}, "E112": {"H3K4me3": {"num_reads": 2.502930905823078e-05}, "H3K27me3": {"num_reads": 2.9705827277026854e-07}, "H3K4me1": {"num_reads": 1.4062006032089242e-06}, "H3K9me3": {"num_reads": 6.486450929598084e-07}, "H3K36me3": {"num_reads": 5.726916783775751e-07}}, "read_dir": -1, "gene": "ENSG00000183250.7", "E119": {"H3K4me3": {"num_reads": 1.5972172792001196e-05}, "H3K27me3": {"num_reads": 4.4684674931118574e-07}, "H3K4me1": {"num_reads": 9.666666666666666e-07}, "H3K9me3": {"num_reads": 2.8843994429417043e-07}, "H3K36me3": {"num_reads": 1.0803968686641476e-07}}, "E118": {"H3K4me3": {"num_reads": 1.7554596937279444e-05}, "H3K27me3": {"num_reads": 1.02961908658441e-06}, "H3K4me1": {"num_reads": 8e-07}, "H3K9me3": {"num_reads": 1e-07}, "H3K36me3": {"num_reads": 0.0}}}
